date,y
01.03.21,2.5884884494032647
01.04.21,2.3355032621574465
01.05.21,2.253098073590199
01.06.21,2.2759416574717233
01.07.21,2.330692021572289
01.08.21,2.3709469931621245
01.09.21,2.3841664611084754
01.10.21,2.3792693890791523
01.11.21,2.369482196314731
01.12.21,2.3627543824474246
01.01.22,2.360743508593721
01.02.22,2.3617013095842756
