date,y
01.03.21,2.5653883726257494
01.04.21,2.453186925308743
01.05.21,2.4197134432466973
01.06.21,2.4095221864747165
01.07.21,2.406399997443127
01.08.21,2.405441654572983
01.09.21,2.405147322460721
01.10.21,2.4050569090790863
01.11.21,2.4050291342213406
01.12.21,2.4050206016806843
01.01.22,2.4050179804384286
01.02.22,2.4050171751774543
